Company Name,Sector,Stage,Amount,Location,Funding Year,Founded,Investor
WinZO,Gaming,Series B,18000000.0,New Delhi,2020,2016.0,"Makers Fund, Courtside Ventures"
SenseHawk,Solar SaaS,Series A,5000000.0,Bangalore,2020,2016.0,"Falcon Edge Capital, SAIF Partners"
Railofy,WL & RAC protection,Seed,900000.0,Mumbai,2020,2019.0,Chiratae Ventures.
Eloelo,Social commerce,Seed,450000.0,Bangalore,2020,2020.0,
Aibono,AgriTech,Pre-series A,2000000.0,Bangalore,2020,2014.0,"Menterra Venture Advisors, Rianta Capital"
BuildPan,SaaS startup,Seed,500000.0,Indore,2020,2019.0,"Sunil Kumar Singhvi, Yusho Kawata"
Homelane,Home interior services,Bridge,8000000.0,Bangalore,2020,2014.0,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures"
MyGlamm,Fashion,Series B,1000000.0,Mumbai,2020,2015.0,Bessemer Venture Partners
Aviom,Finance,Debt,682000.0,New Delhi,2020,2016.0,"Insitor Partners, C4D Partners"
Flinto,EdTech Startup,Pre-Series B,7000000.0,Chennai,2020,2013.0,"Sinai Ventures, Y Combinator"
WayCool,Agritech startup,Series C,5060000.0,Chennai,2020,2015.0,"FMO, IndusInd Bank"
YAP,API platform,Series A,4050000.0,Chennai,2020,2014.0,"Jitendra Gupta, Better Capital"
Big Bang Boom Solutions,Deep Tech,Series A,1050000.0,Chennai,2020,2018.0,"Mumbai Angels, Defence Innovation Organisation"
GUVI,EdTech Startup,Series A,800000.0,Chennai,2020,2014.0,"CBA Capital, Gray Matters Capital"
BluSmart,Electricity,Pre-series A,7000000.0,Gurugram,2020,2019.0,"Kalpavriksh, JITO Angel Network"
Cell Propulsion,Automotive company,Pre-series A,,Bangalore,2020,2017.0,"growX ventures, Sangam Ventures"
MPL,Entertainment,Series B,50000000.0,Bangalore,2020,2018.0,"Sequoia Capital India, Times Internet"
Spoonshot,FMCG,Seed A,1000000.0,Bangalore,2020,2015.0,"SRI Capital, Techstars Farm to Fork Accelerator"
Pulse,FinTech,Pre-series A,750000.0,Mumbai,2020,2015.0,
Groww,FinTech,Series C,30000000.0,Bangalore,2020,2016.0,"Y Combinator, Ribbit Capital"
i3 Systems,Insurance Tech,Pre-series A,1050000.0,Mumbai,2020,2016.0,"Hatanaka Yosuke, Minomiya Takeo"
SOAL,EdTech,Series A-1,1000000.0,Mumbai,2020,2017.0,"Krishnan Menon, Srinivas Kollipara"
OckyPocky,EdTech,Seed,400000.0,Gurugram,2020,2015.0,"SucSEED Venture Partners, ah! Ventures"
Hippo Video,Video personalization,Series A,4000000.0,New York,2020,2016.0,"Surge, Kae Capital"
Hasura,Software Company,Series B,25000000.0,San Francisco,2020,2017.0,"Nexus Venture Partners, Sam Lambert"
Qapita,FinTech,Seed,1080000.0,Singapore,2020,2019.0,"Alto Partners, Mission Holdings"
Sunday,FinTech,Pre-Series B,9000000.0,Bangkok,2020,2017.0,"SCB 10X, LINE Ventures"
Gamezop,Gaming,Series A,4300000.0,Gurugram,2020,2015.0,"Powerhouse ventures, Tracxn,"
Phool.co,Biomaterial startup,Pre-series A,1400000.0,Kanpur,2020,2017.0,Kaplan Foundation
Chiratae Ventures,Venture capital,Seed Funding,,Bangalore,2020,2018.0,
MedLife,Health,,6800000.0,Bangalore,2020,2014.0,Ivy Icon
IDfy,IT,Series A,2110000.0,Mumbai,2020,2011.0,"Millenna FVCI III, NB Ventures, Dream Incubator"
True Balance,Finance,Series C,11943500.0,Gurugram,2020,2014.0,Balancehero
Bira91,Craft Beer,,764000.0,New Delhi,2020,2015.0,Anicut Capital
Max wholesale,E-commerce,,603000.0,New Delhi,2020,2016.0,"Al Falaj Commercial Investment Co, Vistra ITCL India"
Craftsvilla,E-commerce,,409000.0,Mumbai,2020,2011.0,Supera Investments
MechMocha,Entertainment,Series A,292000.0,Bangalore,2020,2011.0,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc"
Mindhouse,Healthtech,,286000.0,Gurugram,2020,2019.0,"GGV Capital, Sahi Barual"
DeepSync,AI startup,,136000.0,Chandigarh,2020,2018.0,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund"
Eruditus,Education,,825000000.0,Mumbai,2020,2010.0,"Bertelsmann India Investments, Sequoia Capital India"
Gradeup,Education,,546000.0,Noida,2020,2015.0,"Times Internet, TLabs"
Tracxn,Investment,Series B,887000.0,Bangalore,2020,2013.0,"Saif partners, Accel partners, Sequoia capital"
Purple Style Labs,Fashion,,43000.0,Mumbai,2020,2015.0,"Jitendra Gupta, Astarc Ventures."
ProPhysio,Health,,40900.0,Bangalore,2020,2016.0,Nestavera Ventures.
Flickstree,Tech,,40900.0,Mumbai,2020,2014.0,"MOX, Venture Catalysts"
Settl,TravelTech,,,Gurugram,2020,2015.0,"Sojitz, SIG Global India Fund"
Fanspole,Entertainment,Pre-Seed,,Thane,2020,2015.0,"Mohan Verma, Better Capital"
Sarva,Healthcare,,,Mumbai,2020,2016.0,"Shikhar Dhawan, Mantra Capital"
Univ.ai,EdTech,,,Bangalore,2020,2019.0,Kiran Mazumdar Shaw.
PurohitJi,Linguistic Spiritual,,,Bangalore,2020,,Bhadresh
CredoLab,Tech,Series A,7000000.0,Singapore,2020,2015.0,"GB Group, Walden International"
Brick&Bolt,Construction,Series A,2200000.0,Bangalore,2020,2018.0,"Meghna Agarwal, Navin Dhanuka"
Grinntech,Battery manufacturer,,2000000.0,Chennai,2020,2013.0,"V Sumantran, V Lakshmi Narayanan"
6Degree,Fashion,,340000.0,Mumbai,2020,2014.0,"Keiretsu Forum, SucSEED Venture Partners"
Exprs,Nano Distribution Network,,5660000.0,,2020,2018.0,"Sweta Rau, Sandeep Kapoor"
Bikayi,E-commerce,Seed round,2000000.0,Hyderabad,2020,2019.0,Mantis ventures
Virtual Forest,Tech,,,Bangalore,2020,2019.0,Napino Auto and Electronics Ltd
The Health company,AI health,,350000.0,Gurugram,2020,2018.0,"VCATS, First Cheque, 9Unicorns, Marquee investors"
TrulyMadly Matchmakers,Dating app,Pre-series A,110000.0,Gurugram,2020,2014.0,"AngelList, Inflection Point Ventures, The Chennai Angels"
TrueFan,Media,Seed round,4300000.0,Mumbai,2020,2020.0,"Mayfield India, Saama Capital, Ronnie Screwvala"
Fanspole,Gaming,Pre-seed Round,,Mumbai,2020,2015.0,Better Capital
Byju's,EdTech,,122000000.0,Bangalore,2020,2011.0,DST Global
Avail Finance,Fintech,Series B,11635000.0,Bangalore,2020,2017.0,"Alphawave, Matrix Partners"
The Money Club,AI,,,Delhi,2020,,Venture Catalysts
Virohan,Healthcare/Edtech,Seed Round & Series A,2800000.0,Gurgaon,2020,2018.0,"Keiretsu Forum, Elea Foundation"
OneCode,Social Commerce,Seed round,,Gurugram,2020,,WaterBridge Ventures
Verloop.io,AI,,5000000.0,,2020,2015.0,Alpha Wave incubation
Otipy,Agritech/Commerce,Pre Series A,1000000.0,,2020,2020.0,Inflection Point Ventures
Evage,Mobility tech,,,Chandigarh,2020,2014.0,Anand Shah
LEAD School,EdTech,Series C,28000000.0,Mumbai,2020,2012.0,"WestBridge Capital, Elevar Equity"
Trell,Social e-commerce,Series A,11000000.0,Bangalore,2020,2016.0,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch"
Captain Fresh,Food & Logistics,Pre Series A,2300000.0,Bangalore,2020,2019.0,Ankur Capital
Teachmint,EdTech,,,Bangalore,2020,,Better Capital
Pixxel,SpaceTech,Seed round,5000000.0,Bangalore,2020,2019.0,"Lightspeed India Partners, Blume Ventures, GrowX ventures"
Habbit Health,Nutrition Tech,Pre seed Round,,Delhi,2020,2019.0,"3one4 Capital, Angel list India"
SmarterBiz,Tech,Pre Series A,1065000.0,Bangalore,2020,2014.0,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh."
Able Jobs,HR,,2000000.0,Bangalore,2020,2019.0,"SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque."
Vieroots,Healthtech,,,Kochi,2020,2018.0,Suniel Shetty
Stack Finance,Fintech,Seed round,,Bangalore,2020,2019.0,"SOSV, MOX (Mobile Only Accelerator)"
FPL Technologies,Fintech,Series A,10000000.0,Pune,2020,,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures"
Masai School,EdTech,Series A,2500000.0,Bangalore,2020,2019.0,"Unitus Ventures, India Quotient, AngelList India"
Mitron,Media,Series A,5000000.0,Bangalore,2020,,Nexus Venture Partners
Daalchini,IoT,Pre Series A,669000.0,,2020,2017.0,Artha Venture Fund
Suno India,Media,Angel Round,,,2020,2018.0,Shobu Yarlagadda
LendingKart,Fintech,Series D,16076000.0,Ahmedabad,2020,2014.0,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Text Mercato,,Series A,649600.0,Bangalore,2020,2015.0,1Crowd
Eden Smart Homes,IoT,,,,2020,2018.0,Inflection Point Ventures
GrayQuest,EdTech,Pre Series A,1000000.0,Mumbai,2020,2017.0,Foundation Holdings
BigHaat,Agritech,Pre Series A,2000000.0,Bangalore,2020,2015.0,"Ankur Capital, Beyond Next Ventures"
CityCash,Fintech,Seed round,1000000.0,Mumbai,2020,2017.0,Orios Venture Partners
HomeLane,Interior design,Series D,1000000.0,Chennai,2020,2014.0,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
HungerBox,Foodtech,Series C,6700000.0,Bangalore,2020,2015.0,IIFL Income Opportunities Fund
DaveAI,AI,,,Bangalore,2020,,Mumbai Angels Network
Eduvanz,Fintech,Series A,5000000.0,Mumbai,2020,2016.0,Sequoia India
ZipLoan,Fintech,,2000000.0,Delhi,2020,2015.0,Stride Ventures
DocSumo,AI,Seed round,220000.0,Mumbai,2020,2019.0,"Better Capital, TechStars, Barclays."
CUSMAT,AR/VR,,,Warangal,2020,2016.0,"Venture Catalysts,  Raveen Sastry"
Chingari,Media,Seed round,1300000.0,Bangalore,2020,2018.0,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati"
Bolo Indya,Media,Pre series A1,300000.0,Gurugram,2020,,"Eagle10 Ventures, India Accelerator, HNIs"
Data Sutram,AI,,266500.0,Kolkata,2020,2018.0,"Uday Sodhi, Mitesh Shah, Nitin Jain"
Wobot Intelligence,AI,Pre Series A,2500000.0,Delhi,2020,,Sequoia Capital India
DrinkPrime,Appliance,Pre Series A,2879000.0,Bangalore,2020,,Sequoia Surge
Infeedo,HR tech,,700000.0,Gurugram,2020,2013.0,Y Combinator
Probus Smart Things,IoT,Seed round,,Delhi,2020,,Unicorn India Ventures
CrowdPouch,Tech,Angel Round,,Bangalore,2020,,Elina Investments
Rebel Foods,Food tech,Series E2,26500000.0,Mumbai,2020,2011.0,Coatue Management
Hevo,Tech,Series A,8000000.0,Bangalore,2020,2017.0,"Qualgro, Lachy Groom"
BigSpoon Foods,Foodtech,Pre series A,2000000.0,Ahmedabad,2020,2019.0,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah"
Chingari,Media,Seed Round,1000000.0,Bangalore,2020,,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global."
ShareChat,Media,,351000.0,Bangalore,2020,2015.0,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda"
DatStop,Hospitality,,,Delhi,2020,,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak."
IPHM Services,Mental Health,Seed Round,,Mumbai,2020,,Indian Angel Fund
Wellcure,Healthtech,,200000.0,Gurugram,2020,,Inflection Point Ventures
VilCart,Ecommerce,Bridge Round,,Bangalore,2020,2018.0,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash"
Firescore,Gaming,,500000.0,Mumbai,2020,,Crazy Labs
BulBul,Social commerce,,8700000.0,Gurgaon,2020,2018.0,Info Edge
Toppr,Edtech,Series D,46761000.0,Mumbai,2020,2013.0,Foundation Holdings
Pickright Technologies,Fintech,Seed Round,175000.0,Bangalore,2020,2019.0,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu"
Muse Wearables,Tech,,3000000.0,Chennai,2020,2018.0,Dr. Bhaskar Rao Bollineni
SATYA Microcapital,Fintech,,9.6,Delhi,2020,1995.0,BlueOrchard Finance Limited
WYN Studio,Media,Seed Round,,Gurugram,2020,,India Angel Fund
Fourth Partner Energy,Solar Solution,,15000000.0,Bangalore,2020,2010.0,ResponsAbility Investments AG
Entri,Edtech,Pre series A,1700000.0,Kochi,2020,2017.0,Good Capital
Snack Amor,Foodtech,,,Mumbai,2020,2017.0,Dr Srinivas Chunduru
MPowered,SaaS,Pre series A,21000000.0,Gurugram,2020,,"Ashok Nichani, Shelly Nichani"
Leap Club,Social e-commerce,,,Gurugram,2020,2020.0,Titan Capital
Ather Energy,Automobile,Series C,11241000.0,Bangalore,2020,2013.0,Hero MotoCorp
Gigforce,HR tech,,804000.0,Bangalore,2020,,Unitus Venture
Vegrow,Agritech,Seed Round,2500000.0,Bangalore,2020,2020.0,"Matrix Partners India, Ankur Capital"
Finn,Fintech,Pre series A,,Bangalore,2020,2019.0,"Unicorn India, PointOne Capital, Astir Ventures"
Bijnis,B2B marketplace,Series A,10000000.0,,2020,2015.0,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures"
iNurture,Edtech,,1340000.0,Bangalore,2020,2009.0,BlackSoil Capital
StyleDotMe,Fashion Tech,Pre series A,467000.0,Gurugram,2020,2014.0,Survam Partners
Ripsey,Nutrition tech,,133000.0,Mumbai,2020,2018.0,Ah! Ventures
ThriveFNC,Health & Wellness,Seed Round,,Pune,2020,2017.0,Rajesh Ranavat
Vedantu,Edtech,Series D,100000000.0,Bangalore,2020,2011.0,Coatue
Magicpin,,Series D,7000000.0,Gurugram,2020,2015.0,Samsung Venture Investment Corporation
Procol,Agritech,,3823000.0,Delhi,2020,2018.0,Sequoia Surge
Yumlane,Cloud Kitchen,Pre series A,1000000.0,Mumbai,2020,2016.0,Jetty Ventures
Crio,Edtech,,934000.0,Bangalore,2020,2018.0,021 Capital
Openapp,IoT,,500000.0,Bangalore,2020,,Unicorn India Ventures
PumPumPum,IoT/Automobile,,293000.0,Gurugram,2020,,LetsVenture Syndicate
uFony Services Pvt ltd,Edtech,,,Pune,2020,,Chennai Angels
Protinus Fashion Networking Pvt Ltd,Fashion,Pre series A,,Mumbai,2020,2015.0,SucSEED Ventures
Uable,Edtech,Seed Round,,Bangalore,2020,,3one4 Capital
ParkSmart,IoT,,198000.0,Delhi,2020,2019.0,Ah! Ventures
Plum,Healthtech,Seed Round,927000.0,Bangalore,2020,2019.0,Incubate Fund
IncNut Digital,Ecommerce,Series A,4000000.0,Hyderabad,2020,2011.0,RPSG Ventures
GigIndia,Tech,Pre series A,971000.0,Pune,2020,2017.0,Incubate Fund India
Specsmaker,Eye Wear,,3060000.0,Chennai,2020,2007.0,Eight Road Ventures
Piggy Ride,SaaS,Pre series A,1862000.0,Bangalore,2020,,"JAFCO Asia, Artha Venture Fund"
Chai Waale,Beverage,,232000.0,Chennai,2020,2018.0,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar"
NOTO,Food,Pre seed round,,Mumbai,2020,,WEH Ventures
Cuemath,Edtech,Series B,2888000.0,Bangalore,2020,2013.0,Trifecta Capital
Cars24,Automobile,,1328000.0,Gurgaon,2020,2015.0,Vivriti Capital
JetSynthesys,Digital tech,,40000000.0,Pune,2020,2012.0,"Adar Poonawalla, Kris Gopalakrishnan"
Earth Energy EV,Automobile,Seed Round,,Mumbai,2020,2017.0,LR Joshi
Green Cure,Health & Wellness,,,Delhi,2020,2015.0,Venture Catalysts
Blue Sky Analytics,Data Intelligence,Seed Round,1200000.0,Gurugram,2020,2018.0,"Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs"
Edhusk,Edtech,,,Jaipur,2020,2017.0,Mumbai Angel Network
Decentro,Fintech,Series A,15500000.0,Bangalore,2020,2020.0,Y Combinator
Zolostays,Co-living,Series C,56000000.0,Bangalore,2020,2015.0,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital"
Frontier Markets,Ecommerce,Pre series A,2250000.0,Jaipur,2020,2011.0,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund."
Brainwired,Agritech,,,Kerala,2020,2018.0,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi"
Aye Finance,Fintech,Series E,16753000.0,Gurugram,2020,2014.0,Invest in Vision
Paper Boat,Food & Beverages,,3700000.0,Gurugram,2020,2013.0,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures"
Ken42,Edtech,,1470000.0,Bangalore,2020,2019.0,Turbostart
Forbidden Foods,Food,Seed Round,1000000.0,Delhi,2020,,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram"
Universal Sportsbiz,Fashion,,530000.0,Bangalore,2020,2012.0,NB Ventures
Gobbly,Retail Tech,Seed Round,500000.0,Gurugram,2020,,Sauce vc
Aerostrovilos,Automotive,,,Chennai,2020,,Mumbai Angels Network
Mitron,Media,Seed Round,267000.0,Bangalore,2020,,"3One4 Capital, LetsVenture"
Bulk MRO,B2B,,3344000.0,Mumbai,2020,2015.0,Stride Ventures
Inspektlabs,AI,Pre series A,600000.0,Delhi,2020,2019.0,"Better Capital, Titan Capital"
Big Bang Boom Solutions,Defense tech,Series A,1000000.0,Chennai,2020,2018.0,Mumbai Angels Network
Flinto,Edtech,Pre series B,7200000.0,Chennai,2020,2013.0,Lightbox Ventures
Zetwerk,Marketplace,Series C,21000000.0,Bangalore,2020,2018.0,Greenoaks
ChitMonks,Fintech,Pre series A,650000.0,Hyderabad,2020,2016.0,Unicorn India Ventures
Walrus,Fintech,Pre-Seed,,Bangalore,2020,2019.0,Better Capital
Arth Designbuild,Construction tech,,1100000.0,Hyderebad,2020,,"Startup-O, Eden Ventures"
goDutch,Fintech,Seed Round,1700000.0,Mumbai,2020,,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq"
Rusk Media,Digital Media,Seed Round,,Delhi,2020,2019.0,"InfoEdge Venture Fund, Sprout Venture Partners"
Bold Care,Health & Wellness,Pre-seed Round,,Mumbai,2020,2019.0,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand"
Samosa Party,Food,,,Bangalore,2020,2017.0,Inflection Point Ventures
High Street Essentials,Ecommerce,Pre series C,2743000.0,New Delhi,2020,2012.0,"SAIF Partners, India Quotient"
Byju's,Edtech,,,Bangalore,2020,2011.0,BOND
Slice,Fintech,Pre series B,6082000.0,Bangalore,2020,2016.0,Gunosy
Bombay Play,Gaming,Pre series A,1500000.0,Bangalore,2020,,"Leo capital, Ramakant Sharma"
Fullife,Healthtech,,6609000.0,Mumbai,2020,2011.0,Amansa Capital
Oziva,Nutrition,Series A,5000000.0,,2020,2016.0,Matrix Partners
Aye Finance,Fintech,Series E,27700000.0,Gurugram,2020,2014.0,"Capital G, Alphabet's Independent growth fund"
Aether Biomedical,Medtech,Seed Investment,,Delhi,2020,2016.0,Chiratae Ventures
91springboard,Coworking,,5940000.0,Delhi,2020,2012.0,"Pearl Brook Holdings Ltd, Al Nour International Holdings Co."
Yulu,Micro-mobiity,,3964000.0,,2020,,Rocketship
Milkbasket,Logistics,,5500000.0,Gurugram,2020,2015.0,Inflection Point Ventures
MergerDomo,Marketplace,,197000.0,Noida,2020,2018.0,"Nadir Godrej, Individual Investors"
GoMechanic,Auto-tech,Series B,,Delhi,2020,2016.0,Pawan Munjal
Milk Mantra,Food,,10000000.0,Odisha,2020,2009.0,US International Development Finance Corporation
Myglamm,Beauty,,4327000.0,Mumbai,2020,2015.0,"Tano India, L’Occitane, Bessemer"
Drishti Technologies,AI,Series B,25000000.0,Bangalore,2020,,Sozo Ventures
Instasolv,Edtech,Pre series A,2000000.0,Noida,2020,2019.0,Undisclosed
GoldenPi,Fintech,,459000.0,Bangalore,2020,2017.0,Rainmatter Capital
Peppermint,Robotics,Seed Round,,,2020,2020.0,"Venture Catalysts, Naveen Kshatriya,"
Sarva,Yoga & wellness,,,Mumbai,2020,,Shikhar Dhawan
Jai Kisan,Fintech,Pre series A,3937000.0,Mumbai,2020,2017.0,"Arkam Ventures, Nabventures"
Agro2o,Agritech,,,New Delhi,2020,,Mumbai Angels Network
LetsTransport,Logitech,,1313500.0,Bangalore,2020,2015.0,Stride Ventures
GabbarDeals,Ecommerce,,,Pune,2020,,Venture Catalysts
Crimson Healthcare,Med Tech,,229800.0,Delhi,2020,2015.0,Mumbai Angels Network
Biomoneta,Life sciences,Seed Round,,Bangalore,2020,,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani"
Edvizo,Edtech,Seed Round,150000.0,Bangalore,2020,,Inflection Point Ventures
Servify,SaaS,Series C,11370000.0,Mumbai,2020,,"Iron Pillar, Blume Ventures"
Drum Food,Food,,5305000.0,Mumbai,2020,,"Danone Manifesto, Mousse Partners"
Innoviti,SaaS,Series C,,Bangalore,2020,2002.0,"Entrepreneurial Development Bank, Bessemer Venture Partners"
Jiffy ai,AI,Series A,18000000.0,,2020,2018.0,Nexus Venture Partners
Postman,Tech,Series C,150000000.0,,2020,2014.0,Insight Partners
F5,Retail Aggregator,,,,2020,2018.0,Venture Catalysts
Waycool,Agritech,Series C,5500000.0,Chennai,2020,2015.0,Induslnd Bank
Myelin Foundry,Deep Tech AI,,,,2020,2019.0,Pratithi
Ameliorate Biotech,Biotech,Angel Round,264000.0,Bangalore,2020,,"PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI"
Hapramp,Blockchain,,1000000.0,Gurugram,2020,2018.0,Anand Mahindra
MyKaam,HrTech,,,Bangalore,2020,2016.0,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg"
HealthPlix,Healthtech,Series B,6000000.0,Bangalore,2020,2016.0,"JSW Ventures, Chiratae Ventures, Kalaari Capital"
YoloBus,Mobility/Transport,Series A,3300000.0,Gurugram,2020,2019.0,Nexus Venture Partners
iNurture Education,Edtech,,4000000.0,,2020,,Kimera Ltd
Pocket52,Gaming,Series A,1750000.0,Bangalore,2020,2017.0,Gameskraft
QuaQua,Travel,,1000000.0,Hyderabad,2020,2016.0,Anthill Ventures
Crofarm,Agritech,,1000000.0,Delhi,2020,2016.0,Smile group
Timios,Foodtech,Pre series A,,Bangalore,2020,,Rangsons Technologies
Wooden Street,Ecommerce,Series A,3000000.0,Jaipur,2020,2015.0,IAN Fund
BankBazaar,Fintech,Series D1,5967000.0,Chennai,2020,2008.0,WSV Capital
Rentmojo,Rental,,2980000.0,Bangalore,2020,2012.0,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment"
Credgencies,AI & Debt,Seed Round,,,2020,2018.0,Titan Capital
Knorish,SaaS/Edtech,Pre series A,323000.0,Delhi,2020,,100x VC
LetsTransport,Logitech,,1326000.0,Bangalore,2020,2015.0,Black Soil
Vahak,Transport,Seed Round,,,2020,2017.0,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran"
Nutrova,Nutrition,Pre series A,,Mumbai,2020,2013.0,DSG Consumer Partners
Cube Wealth,SaaS,Mid series,500000.0,Mumbai,2020,2018.0,"Beenext, Asuka Holding"
IVF Access,Healthtech,Series A,5000000.0,Bangalore,2020,2019.0,Vertex Ventures SEA & India
Hoi Foods,Foodtech,Pre series A,2000000.0,Delhi,2020,2017.0,Crowd Fund
Ola Financial Services,Fintech,Series A,27000000.0,Bangalore,2020,,Matrix Partners
Awifs,Co-working,,5200000.0,Delhi,2020,2015.0,"Bisque Limited, Link Investment Trust."
Dunzo,Logistics,,55000000.0,Bangalore,2020,2014.0,Undisclosed
Swiflearn,Edtech,Seed Round,,Gurugram,2020,2019.0,"Stellaris Venture Partners, Venture Highway"
Remedo,Healthtech,Pre series A,,Delhi,2020,2017.0,River Rock Ventures. Inflection Point Ventures
Blowhorn,Logistics,,,Bangalore,2020,2014.0,Trifecta Capital
Toch,AI,Pre series A,1000000.0,Mumbai,2020,,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures"
